,module,gene,num positive,num negative,avg positive,avg negative
0,1,A1BG,8,0,0.15928639189189808,0.0
1,1,ANHX,8,0,0.13375759120082883,0.0
2,1,SLC27A5,8,0,0.16590844273314453,0.0
3,1,ZBTB45,8,0,0.18465150667182284,0.0
4,1,ZNF132,8,0,0.220626485739841,0.0
5,1,ZNF324,8,0,0.23562129061700965,0.0
6,1,ZNF324B,8,0,0.23891419929699417,0.0
7,1,ZNF497,8,0,0.19365253684469833,0.0
8,1,ZSCAN22,8,0,0.15247222025535612,0.0
9,2,A1CF,19,0,0.1304000071871015,0.0
10,2,AGAP5,19,0,0.16951669568038025,0.0
11,2,ANXA8L1,19,0,0.1360951204214895,0.0
12,2,CALHM3,19,0,0.10738094183980393,0.0
13,2,CFAP70,19,0,0.08315477164252964,0.0
14,2,DUPD1,19,0,0.1142954395487131,0.0
15,2,DUSP13,19,0,0.12406835889909627,0.0
16,2,GPRIN2,19,0,0.15824853036009,0.0
17,2,HKDC1,19,0,0.10159923381725136,0.0
18,2,NUTM2A,19,0,0.17684344629946178,0.0
19,2,NUTM2B,19,0,0.16320874884821415,0.0
20,2,PTPN20,19,0,0.17449673008513517,0.0
21,2,SFTPA1,19,0,0.17376693241303534,0.0
22,2,SFTPA2,19,0,0.1984644535409311,0.0
23,2,SYT15,19,0,0.1662138513105002,0.0
24,2,UNC5B,19,0,0.0998397267192794,0.0
25,2,WASHC2C,19,0,0.132820241585851,0.0
26,2,ZNF239,19,0,0.182252388938634,0.0
27,2,ZNF32,19,0,0.11248817313222097,0.0
28,2,ZNF33B,19,0,0.15607545143194138,0.0
29,3,A2M,5,0,0.12145985275123161,0.0
30,3,PKP2,5,0,0.11974269739839187,0.0
31,3,SLCO1B1,5,0,0.14142607680302985,0.0
32,3,SLCO1B3,5,0,0.1245522232195293,0.0
33,3,SLCO1B7,5,0,0.10645713955463446,0.0
34,3,SLCO1C1,5,0,0.13802113084515016,0.0
35,4,A2ML1,3,1,0.10543151666237484,-0.021735471362721404
36,4,DUS2,4,0,0.10253416306687746,0.0
37,4,NSUN2,3,1,0.10776169709230549,-0.021735471362721404
38,4,PUS3,4,0,0.1129605837462211,0.0
39,4,TRMT1,4,0,0.1335908097080373,0.0
40,5,ADORA2A,56,1,0.12546935301914633,-0.012681566044192962
41,5,AIFM3,55,2,0.13087591116227906,-0.007403655908022765
42,5,APOBEC3A,55,2,0.16013872818939429,-0.0065473510459366285
43,5,APOBEC3B,55,2,0.09830868458461949,-0.021790826744520812
44,5,APOBEC3C,55,2,0.11841702010604188,-0.021115841850491278
45,5,APOBEC3D,56,1,0.15150395245875914,-0.058908385550160876
46,5,APOBEC3F,53,4,0.0920740303607491,-0.009978627466748864
47,5,APOBEC3G,56,1,0.15583972233030757,-0.013382940278464699
48,5,APOL1,57,0,0.17192685769128577,0.0
49,5,APOL2,56,1,0.13187821894460644,-0.017750872418833226
50,5,APOL5,55,2,0.1221220007606655,-0.010562058052493354
51,5,ARHGAP8,56,1,0.09058351080327785,-0.01405288787005426
52,5,BCL2L13,47,10,0.08277304197999923,-0.027840932428263528
53,5,C22orf23,54,3,0.10608620470418045,-0.040197890134816935
54,5,CACNA1I,56,1,0.10517131483934794,-0.002400114903414342
